CODE,ID,NAME,Unit,Description
ussy,287x,paris in the arts,3,"since the late eighteenth century, paris has been a favorite subject for visual artists and writers alike, as well as the birthplace of several seminal artistic movements, such as impressionism, cubism, and the new wave.  this course will use representations of paris in the arts as lenses through which the identity and recent history of this major city will come into focus.  further, stories, photographs, and films that stage the city of paris and its people will also allow us to explore the broader relationship between art, the city, and the plight of modern man.  the course will include a wide range of artworks, from mid-nineteenth century photographs documenting the destruction of medieval paris and the advent of a rational capital, to stories chronicling the fate of hopeful newcomers, and films where the city is treated either as intimate landscape or impersonal grid.  the course will be both discussion based and writing intensive: students will be encouraged to envision class participation and writing assignments as means to analyze collaboratively, as well as individually, the material at hand.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288c,"fly fishing: the sport, the metaphysics, and the literature",3,"according to worldcat--the world's largest database of library content--the amount of literature on fly fishing dwarfs that of any other sport. what explains this interest? in this seminar, we will examine the appeal and cultural significance of fly fishing, especially as a site for understanding an individual's relationship to the natural world. we will read both fiction and non-fiction works that will help us explore the fundamental nature of sport, how it varies from other forms of recreation, and whether sport can be considered art. we will also investigate what prompts authors to imbue fly fishing with metaphysical, spiritual, or aesthetic dimensions. and we will study how the intent and style of such works differ from traditional academic research writing, as well as how those elements of craft might be integrated into an effective academic writing style. we will also learn by experiencing some of the sport's skills, including fly tying and casting.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288e,fantastic voyages: the journey in the ancient and medieval world,3,"when we make a record of a journey to an unfamiliar place (regardless of whether or not we really went there), we are framing difference.  on the one hand, we create a record of what we see and experience, while on the other, we reveal our own cultural standpoint based on how we represent that experience.  in this seminar, students will read a selection of narratives from antiquity to the late medieval era that purport to depict a ""real"" journey into the unknown, with the intent of examining how the representation of different cultures by the traveler, whether real or imaginary, shapes and defines cultural boundaries.  our focus will be on journeys within the cultures of the mediterranean and europe (including britain), and will include texts from greek, roman, middle eastern, and western travelers.  students will consider the texts in relation to their context and audience, evaluate the authority of the author's account using primary source material, and draw on subsequent scholarship.  by undertaking a symbolic journey through the eyes of different travelers, students will learn not only to examine texts from several perspectives, but also to recognize the ways in which cultural differences and ""otherness"" are constructed.  we will begin with the concept of the journey in the ancient world, particularly how different cultures traveled and how their mode of transport (horse, boat, foot) and mode of living (nomadic, sedentary) influenced their perception of the people they encountered.  as we move from antiquity into the medieval era, we will trace how religious, political, and economic changes influenced representations of other cultures.  in addition to written texts, we will study visual references, including illustrations based on the seminar's required texts as well as early maps.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288i,diversions: experimental stories and new media,3,"in this course, students will study works in which the authors and artists have experimented with traditional linear forms and created stories that are, for instance, labyrinthine, framed, collaged, geometrical, digressive, and even networked. while both print-based and digital texts offer spaces for diverse and deeply engaging written or visual performances, they also require further critical inquiry into the ways in which they create, reflect, or resist social and cultural values. our focus in this course will be exploring how stories (and other texts) - in print, on screen, on canvas, in digital formats - that don't follow or that play with conventional rules of order encourage us to participate in making sense of our contemporary world. 

the goals of the course include: exploring the relationship between form and content in written and visual productions, developing a critical perspective from which to enjoy, assess, and respond creatively to traditional print and multimedia presentations, and making excellent use of research resources at cwru and cultural resources at university circle. in addition, students will work to develop their writing and presentation skills and to innovate novel models of research writing.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288j,cultural representations of violence,3,"the twentieth century was arguably the most violent in human history.  that legacy has carried into our own time: from 9/11 to school shootings to the recent conflict in libya, violence surrounds us.  but what exactly is violence?  how is it that we all recognize it when we see it?  how do we represent it to ourselves?  most importantly, how do we make sense of it?  can we make sense of it?  this class will explore these questions by studying the uneasy role violence plays in literature, film, performance art, and other cultural productions.  as we do so, we will consider two central and potentially conflicting ideas.  on the one hand, violence tends to resist our abilities to represent it; any depiction seems somehow inadequate to the real thing.  at the same time, representations of violence surround us constantly, and for any number of political, cultural, and social reasons.  thus, violence in modern and contemporary culture is paradoxical, both permeating and resisting our imaginations.  through class discussions, written responses, presentations, and independent research projects, we will explore these and other ideas, considering how art attempts to comprehend violence and how artistic representations of violence relate to (implicate?) their audience.  although our focus will be largely on art, and primarily literature, our approach will be necessarily interdisciplinary.  be prepared to weigh in on topics as diverse as politics, aesthetics, philosophy, gender and sexuality, war, trauma, and colonialism.  undoubtedly, violence can be a painful subject, but the goal of our seminar is to pursue a rigorous intellectual and imaginative inquiry into one of the most pressing topics of our time.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288r,cultural and ethical issues in american-chinese business relations,3,"the american and chinese economies are the two biggest economies in the world.  the chinese economy is the fastest growing large economy in the world.  the dynamic american economy is unique in its combination of large multinational enterprises and small entrepreneurial firms.  the american economy is characterized by a vast private sector, the rule of law, and the largest private capital markets in the world.  the chinese economy is 30 years into a period of reform from communist industrial organization to ""socialism with chinese characteristics"", which includes a significant role for the private sector.  the chinese economy is still an experiment.  the established american business system exists within a democratic political system, where corporate lobbying has a significant influence on the creation of laws and government policy.  the chinese economy is still under the tight control of the chinese communist party, a one-party dictatorship.

when americans go to china to do business, they find the cultural, social, political, and moral systems vastly different than what they are familiar with.  transparency international ranks china 27 out of 28 of the most corrupt large economies in the world.  in china, bribery of government officials and kickbacks to sales and purchasing managers is common.  key questions we will investigate are: 
1. in what ways are the two business systems similar and different? 
2.what is the nature of chinese social relations?  how do they differ from american social relations?  what effect do they have on business?
3. what is the nature of the chinese political system?  what impact does it have on business in china?
4. how do american business people negotiate the chinese business system?
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288v,"seclusion, gender and the exotic: imagining the harem",3,"when the term ""harem"" is invoked, the first image that comes to mind is of scantily clad women living in sequestered opulence in some exotic, yet vaguely ""eastern"" place. this image has been reproduced and perpetuated through art, literature and music to the degree that even today, familiar themes of seduction, passivity and mystery related to the harem can be found throughout popular culture.

historically, gender segregation reaches into antiquity and existed in a variety of forms, cross-culturally. the term ""harem"" was not used regularly until the 13th century, and then only referred to the specific form of gender segregation used by the ottoman court. application of the word ""harem"" to all women's quarters in other cultures was the result of european contact with the ottoman empire, despite the fact that other cultures often had their own, distinct, terminology for women's spaces.

in this seminar, we will explore the history and practice of gender segregation as a means to examine how the idea of the harem was constructed in the eastern and western imagination. under what circumstances did women live separately? how were gendered spaces created, justified and maintained? where did our image of the harem come from? using primary and secondary sources, we will examine a selection of histories and representations of the harem in literature, slave and travel narratives, and religion. as the western idea of the harem is part of what edward said theorized as ""orientalism"", we will explore said's theory as well as subsequent theories related to gender and the exotic. in addition, we will look at images of women's quarters from antiquity to the present and listen to representations of the exotic in music. our goal is not only to study the historical fact of the harem, but also to engage issues related to gender, the exotic and representation from different disciplinary and cultural points of view.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288w,a history of noise: music and politics from beethoven to jimi hendrix,3,"this writing-intensive course examines the roles that noise has played in political discourses throughout the nineteenth and twentieth centuries. its charged bookends--beethoven and jimi hendrix-- invite students to challenge supposed differences between ""art"" and popular music and examine relationships between music and society. ""who does 'art' serve?,"" ""is it possible to distinguish between 'art' and noise?,"" and ""is sound capable of influence at all?"" are among the chief questions this course explores. the curriculum's historical breadth allows students to consider these larger questions through a variety of case studies, including (among others) the bombast and nationalism of beethoven's ninth symphony; the marxist-inspired ""emancipation"" of sound, as presented by arnold schoenberg; the gender-bending metal of eddie van halen; and the protest-by-distortion of hendrix's national anthem at woodstock. by the end of this course, students will gain more awareness of the ways in which the music surrounding them seeks to shape society.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,288y,shots in the dark: investigating crime films,3,"crime movies and their subgenres (gangster, film noir, detective, police) are the most enduringly popular of all hollywood genres.  they've been around since the silent era and attest to america's fascination with crime.  but another reason we are so attracted to crime films stems from a pair of contradictory narrative projects that underline the genre.  on the one hand, these films valorize the distinctions between the genre's stock characters--criminal, victim and avenger--in order to affirm the social, moral or institutional order.  on the other hand, crime movies explore the relations between the three roles in order to mount a critique that challenges that order.  in addition to emphasizing film studies, we will study the films for what they say about crime, criminals and criminal law.

as most crime films contain an investigation, so too will the organization of the course.  there are methods for analyzing film just as there are methods for investigating a crime scene.  investigation requires identifying, collecting, analyzing and interpreting evidence.  we'll start by investigating what makes the genre so enduring--its mise-en-scene, intent or characters?  you will be reporting your findings in three scholarly papers: a formal analysis on a specific film, a sociological analysis of a specific film and a research paper with documentation.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289a,do we have free will?,3,"concepts such as freedom, choice, moral responsibility, and autonomy are commonly invoked to describe our sense, as human beings, that our actions and thoughts are really our own. this seems like experiential commonsense-when i choose to read a novel instead of a philosophy text it feels like the decision to do so was made by me, that there was no coercion, or other seen or unseen force, that intervened to make me choose as i did. we extend this logic to the judgment of moral and legal responsibility. if you engage in good behavior, you get the praise; if you do bad things, you are blameworthy.

 despite our self-perception that we freely make decisions and choose our actions, we sometimes invoke the notion that certain events are the result of some prior cause or circumstance that determines what occurs in the present. in this instance, we do not appear to be fully free in our choices because we cannot undo the causes that dictate what is taking place here and now. to the extent that we experience current actions as having a cause in the past, we are flirting with the idea that our behavior is not wholly free, but determined or conditioned by what has come before. determinism, necessity, fate, destiny, predestination: these are terms typically used to describe the sense that our actions and thoughts are the result of unknown forces or circumstances beyond our control.

 this course uses classic and contemporary texts, taken from multiple cultural traditions, to explore the problem of free will and related issues of body/mind dualism and personal identity. although the term ""free will"" does not appear in all cultural contexts, found everywhere are questions of whether we are free to act and think as we wish or whether our thoughts and actions are in some way determined. we also read science fiction short stories as thought experiments in order to help us understand the ramifications of various positions on free will and related problems.

 this course is discussion-based and writing-intensive. classes focus on analysis and interpretation of texts and ideas.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289e,poets of ohio,3,"more often than not, contemporary society views poetry as a strange and dated art form. when the genre actually does receive recognition, it is usually under the guise of hip-hop or slam poetry. while both of those offshoots contain their own poetic and artistic merit, this course intends to familiarize you with contemporary, literary poetry and highlight the dynamic poetry community of ohio. luckily for us, many of the poets we will read during the course agreed to visit our class this semester to talk about their work and read their poems.
in addition to demonstrating that poetry is alive, well, and thriving all around us, we will also attempt to think critically about this genre. why do poetic texts, both of the present and the past, seem so difficult to read and understand? what writing techniques, strategies, and styles do poets use that make comprehending their work such a challenge? more importantly, why would anyone choose to write in this manner? through close readings of the primary texts, researching the historical and literary contexts surrounding contemporary poetry, and discussing the art form with each other (as well as with the poets themselves), we will come to a better understanding of how these texts function.
to this extent, our course will engage the symbolic world as we explore the local and national poetry communities, noting how writers found relationships upon geography, aesthetics, and demographics (just to name a few), using written texts to express some emotion, thought, or identity. in order to accomplish these goals, we will read, participate in class discussions, and write extensively about poetry composed by contemporary ohio poets. therefore, you will be expected to engage our course texts critically, thinking through the manner in which language operates as a tool for generating and sustaining, as well as undermining, community formation.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289f,reading and writing the city,3,"this seminar will follow joyce carol oates by asking, ""if the city is a text, how shall we read it?""  to explore this question, we will study a wide range of writings and other cultural productions.  the first part of the course will examine classic and contemporary texts about city life from urban studies, history, philosophy, and geography, among other fields.  these texts will provide useful frameworks and insights for the second part of the course, where we will analyze contemporary cultural productions that offer their own intriguing urban visions, including fiction, poetry, film, and music.  we will analyze how these texts suggest ways of both reading/interpreting and writing/rewriting the city.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289g,the american west on film,3,"few geographical areas in the united states contain as many tall tales and mythological figures as the american frontier. from an extreme point of view, the west is the only american myth because no other nation can claim the cowboy, the native american, or the immigrant worker on the transcontinental railroad. and yet, each of these figures remains spectacularly diverse. we celebrate their variety and lionize their individuality in film, popular novels, and cultural criticism. from the visions of the new world to the conquest of the frontier, the color of the american west proliferates and transforms, defining our culture.  in this course, we will investigate how critics have understood our fascination with the western frontier. the class will broadly explore version of the frontier in novels, films, and historical accounts.  reading about the history of the actual west, the course will then examine how the films of the twentieth century alter history in order to express the fantasies and anxieties of their own time.  by studying both history and film, we will be able to interrogate manifest destiny and the myth of american exceptionalism. what makes the west such an integral part of our understanding of america? how has its actual history become myth?  what does the american fascination with the cowboy, the native american, or the outlaw imply about our nation?
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289i,the art of science,3,"this is an interdisciplinary course that will explore the intersection between two disparate but often-connected fields, the history of art and the history of science.  although these fields are separated on college campuses today, they share a history that is united by a common philosophical question: how do we evaluate and know the world around us?  the documentation of that knowledge is often visual--whether written or painted, tabulated or carved--images play an essential role in the shaping and recording of information. beginning with the renaissance revival of pliny's natural history (c. 77-79 bce) this class will focus on the complex ways in which science and art overlap and enrich one another. topics explored in this course include: mathematical theory and linear perspective; anatomical dissection and naturalism in figure painting; optics, lenses, and realism; copernicus, galileo and religious painting; botany and scientific illustration; natural history and fine art collecting, etc. classes will be supplemented by visits to the museum of natural history, the cleveland museum of art, and the dittrick museum of medical history.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289j,beauty myths today,3,"published just over 20 years ago, naomi wolf's influential study ""the beauty myth"" significantly influenced popular thinking about body image.  analyzing both cultural trends and empirical data, wolf argued that as women made unprecedented advances in public life in the latter half of the 20th century, they were at the same time held to increasingly unrealistic standards of physical beauty.  wolf's study not only contributed to extant analyses of sexism in the media, but also introduced to mainstream readers the politics of the representation of women's bodies in popular culture.  this course will examine to what extent wolf's original claim hold true today.  in other words, what physical standards must one meet in order to be considered professionally and personally successful?  in exploring this question, we will look at the origins and current workings of the american beauty industry, considering the changing representation of the ideal body throughout the 20th century.  we'll read texts by historians, philosophers, novelists, poets, cultural critics, and journalists who examine the politics of beauty. to both (re-)define and trace the continuing effects of beauty myths in the 21st century, we'll consider the rhetoric of ideal womanhood as it shows up in popular texts such as websites promoting anorexia, tv shows about plastic surgery, diet books, magazines, and guides for mothers.  students will have opportunities to define the beauty myth more broadly, exploring its effects on men and its mediating presence in other cultural sites.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,289y,reading and writing biography,3,"the study and practice of biography, that is, writing about someone's life, is an important tool for understanding how meaning is constructed. in this class, we will learn some of the history of biography and what it hopes to accomplish in its various sub-genres. why are biographies so popular? why are we so interested in them? what do they do? is it possible to perfectly represent an objective truth of someone or does the discussion of someone else's life require a more symbolic interpretation of things? we will engage in reading and discussing some important and contemporary biographies in a variety of styles and genres from autobiography to works of near-fiction. we will learn how researchers use facts to construct more symbolic narratives around an argument that tells a story about someone's life in a way that engages with important issues of self, audience, and the location of truth. as our final research project, we will undertake our own biographical projects where we will do primary research in order to construct focused narratives of people of our own choosing. to work up to this point, we will work on our own autobiographies, look at the lives of things, and look at some films which foreground the narrative of life. this course will be of great use to writers and researchers who must be able to communicate by any kind of true account in a way that is both engaging and comprehensive.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290c,out of proportion,3,"in this seminar, we will explore the meaning of things great and small, from the largest buildings and greatest distances, to nanotechnology and the smallest viruses.  the seminar's goal will be to inspire critical thinking by confronting our fascination with things expanding and contracting, growing and shrinking, things speeded up and things slowed down.  we will approach the subject from a variety of disciplines - cultural history, psychology, mathematics, philosophy, literature, economics, and the sciences - with the intention of unpacking both the topic itself and the tools that we use to explain our world.  we will ask questions about why we find gigantism and dwarfism unsettling; how we define ugliness and beauty; how we understand the odds and statistics of horrific or wonderful things happening to us; and how this determines our behavior.  after examining theory and examples of things ""out of proportion"", students will produce a research project that combines primary and secondary sources and will make an argument in behalf of an example that they find compelling.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290n,django chained,3,"to gain a better understanding of the experience and history of slavery from the perspective of the enslaved, we will read the works of octavia butler. she knew that the problem with the historical narrative was that slaves did not write it. as a science fiction and fantasy author, butler spent her career giving voice to the enslaved by recovering their experience and exposing it to the reader through the lens of imagined and symbolic worlds. by reading her work, we will come to understand a different way of viewing history. we will join the historical narrative with the science fiction narrative to arrive at a deeper understanding of the human experience with subjugation and oppression. the class readings will have time travel, vampires, and aliens. however, the most frightening monsters of all will be human.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290o,everyone's a critic! the play,3,"have you ever been to a play and afterwards said to someone, ""that was terrible!"", or hopefully, ""that was incredible!"" but found yourself unable to clearly communicate what made it good or bad?  in theater, word of mouth is the best advertising and your words have the power to make or break a production. this course will examine the role of ""audience as critic,"" as well as the role of the professional critic, and the influence each has on the success of live theater.  the student will learn critical skills that will allow them to clearly identify what made a particular production a rousing success, or a dismal failure.  the student will learn the process by which actors, directors and designers bring a play to life, and the analytical skills a critic uses to either keep the play alive, or bring it to an untimely end.  the student will have the opportunity to see live productions of the plays we will discuss in class.  the student will be required to attend at least five theatrical productions over the course of the semester at cwru's eldred theater, the cwru/cph mfa collaboration, the cleveland playhouse, and other local theaters.  we will compare and contrast these productions with past productions at other regional theaters and on broadway.  actors, directors and designers of these local productions will come to class to discuss their process and defend their artistic choices.  we will speak with local, professional theater critics and discuss their praises, and their pans! with the skills learned in this class the student will have the power to help a theater sell out every show, or force them to close the doors forever!
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290q,great nineteenth-century novels:  a close look at some masterpieces of continental fiction,3,"the form and nature of the novel has changed a lot since the nineteenth-century. there's been the modern novel, the post-modern novel, the experimental novel, the graphic novel, and who knows what's coming next? this course is about what the continental novel was like in the nineteenth-century, the golden age of the genre. its major premise is that you don't have to be a literature major to read, enjoy, and profit from the old-style classic novels. we will read novels by balzac, flaubert, turgenev, and tolstoy in modern translations, and we will take our time with them, looking closely at the component parts: narrator, plot, setting, character, dialogue, where the meaning comes from. the course offers, in part, obviously, a chance to read some of the great european novels of the nineteenth-century. it also provides a chance to go at a slow enough pace to allow time to study and discuss in detail the techniques these masters of the novel used so brilliantly. students who complete the course, therefore, will become both familiar with classic texts and more knowledgeable and skillful readers of any and all narrative fiction.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290t,media responses to 9/11,3,"for a generation of americans, 9/11 was a defining event, the kind that slices life into before and after.  the reverberations of that singular event continue to dominate our lives today, in ways we can readily recognize, and in ways that we cannot.  in this class, we will examine how the discourse around 9/11 has shifted over the course of a decade, from the urgency of screaming newspaper headlines the day after, to the more elegiac responses shaped by novels and films over the years.  we will also examine how different media--from graphic novels to films to novels--have responded to the same event and how these responses have shaped, and continue to shape, our collective narrative about the meaning of that event.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290u,poetry for people who hate poetry,3,"you don't hate it. in fact, you probably already love poetry, even if you don't know it. you might copy moody indie rock lyrics into your journal or quote the rhymes in a rap verse to your friends. you might hum advertising jingles to yourself; you speak in slang and think in metaphor. why do we tend to treat only some of these instances of figurative language as poems? is there a difference between poems and poetry? what can our individual attitudes about poetry reveal about what and whom we value on a cultural scale? in this course we will ask these and other questions about our collective love/hate relationship with poetry. all of this attention to how poems and poetry work will help us understand how our own writing should work.  this course also focuses on the development of independent research skills and the creation of complex, analytic, well-supported arguments. we will write in a variety of lengths and genres; our reading and research will culminate in a project challenging students to compile an anthology of essential ""poetry"" with a critical introduction.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290v,experiencing mathematics,3,"you've studied mathematics, but have you really experienced it? in love and math, author and mathematician edward frenkel says that, for him, the experience is tantamount to love. acknowledging that his field suffers from the reputation of being dry and inaccessible, he challenges this negative view by sharing the passion, beauty, and adventure from his career as one of the leading researchers in the groundbreaking langlands program, the so-called grand unified theory of mathematics. like frenkel, we will discuss the appreciation and enjoyment of mathematics. furthermore, we will consider other ways in which it is useful and interesting to talk about ""experiencing mathematics.""  the question of what that phrase means is central to the approach we will take toward the various topics covered in class. we will examine cultural attitudes toward mathematicians and mathematics. similarly, we will investigate the culture of mathematicians themselves, with particular attention to their ideas about community, collaboration, fairness, and merit. we will also look at the ways, from big data to high fashion, that the work of mathematicians actively shapes contemporary society. in addition, we will practice problem-solving techniques for contest mathematics; this activity requires no more than a pre-calculus background. you will not be graded on mathematical problems. instead, you will reflect on your own problem-solving process.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,290y,ecotopia: imagining the future,3,"the present environmental crisis has given rise to diverse imaginative visions of the future. dystopian novelists and directors have created texts that portray a disastrous future in which humanity refuses to deal with global warming, ocean acidification, and overpopulation. for writers like aldous huxley, the future involves a grim vision of a depleted earth and a human population under threat from its own political madness. alternatively, writers and filmmakers have imagined hopeful visions of a human future in which we collectively remake society in order to live in harmony with nature. although dystopian thinkers far outnumber utopians, we will investigate both visions of the future.  more specifically, we will examine these possible futures as ways of thinking about the inter-generational ethical obligation that we have to leave behind positive and sustainable conditions for future generations living on earth.  this seminar will tackle that challenge by analyzing ecotopian visions of the planet's future and by defining ways of creating a sustainable society. possible novels and films include brave new world, ecotopia, the road, snowpiercer, cloud atlas, and oryx and crake.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291b,science (fiction) dystopias,3,"in 1927 the german science fiction classic metropolis showed filmgoers a mechanized dystopian nightmare in which humans took on the roles of cogs and levers in a giant machine. years later, george orwell's nineteen eighty-four depicted a totalitarian regime reshaping post-war england in a similar way, using surveillance and repetitive activities to turn the population into something less than human. appropriating science fiction motifs, dystopian narratives have forced us to reconsider how science and technology are used to complicate and at times augment our notion of what it means to be a social animal. in this class, we will consider a range of texts, including novels, short stories, films, and comic books, to explore the interaction between people and the things that they invent. the first half of the course will emphasize traditional utopian texts and readings will include selections from works like margaret cavendish's blazing world (biological utopia), yevgeny zamyatin's we (mathematical dystopia), and george orwell's nineteen eighty-four (technological dystopia). during the second half of the semester we will discuss utopian and dystopian worlds in popular fiction and film, such as science fiction short stories by harlan ellison, alan moore's v for vendetta, and wall-e, to consider how the utopia/dystopia changed in the latter half of the 20th and the beginning of the 21st century.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291f,literary arcadias: idealized landscapes and the intrusion of reality,3,"the literary genre of pastoral has long depicted the simplicity of life in a natural environment--a place situated at a time before environmental exploitation, colonization, and urbanization.  these pastoral retreats are often given the generic name ""arcadia."" as many critics and authors have noted, however, literary depictions of arcadia often expose the delicate balance of conflicting realities: peace and war, rich and poor, rural and urban.  in this seminar, we will investigate what happens when external reality disrupts arcadia's edenic space.  is the creation of these idyllic settings a way of masking the disturbing realities of class inequality, political power, and environmental degradation?  or are authors attempting to articulate an alternative to them?  as part of our investigation, we will consider how the pastoral genre has evolved over time, noting especially how depictions of arcadia have responded to various cultural, commercial, and political changes. we will also examine how the idea of arcadia shapes contemporary culture and our own understanding of the relationship between nature and society in the modern world.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291g,"revenge, violence, and laughter: from shakespeare to tarantino",3,"why do laughter and revenge so often go hand in hand? in the third act of shakespeare's titus andronicus, the play's title character, shortly after learning of several acts of grotesque violence enacted on his family - including the rape of his daughter and the killing of his sons - laughs uncontrollably.  when asked why he's laughing, titus gives two reasons.  first, he says he has ""not another tear to shed,"" and second, he says it's because continuing to cry would keep him from taking revenge on his enemies.  this course will explore a series of artistic works where characters are victims and perpetrators of extraordinary acts of violence and injustice, and the response--either from the characters themselves or the audience--includes a grotesque laughter.  we'll explore the reasons for this odd conjunction of laughter and revenge, asking the following questions: what is the relationship between pleasure and laughter on the one hand, and justice and revenge on the other?  is revenge, despite its violence, something to be cheered rather than mourned? can laughter, as titus suggests, help correct and fight injustice, where tears do not?  where is the line between an upright pleasure at justice being done and a sadistic enjoyment of suffering (even when those suffering are wicked)?  is artistic violence, when exaggerated or extreme, ridiculous rather than shocking? class discussion will focus on the formal, ethical and social implications of art and literature.  this is to say, we will not only discuss how authors get audiences to laugh at murder and dismemberment, but also the political and ethical results of inviting laughter at things like violence against women, genocide, and capital punishment.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291h,from dr,seuss to wild things: radical children's,"what is the first book you remember reading? for most people, their earliest memories are tied to picture books that were read to them or that they encountered in grade school. these books not only introduce children to basic skills, but also to their culture's belief systems. in this course, we will take seemingly simplistic picture books, including dr. seuss' ""the cat in the hat"" and david wiesner's ""the three pigs"" and analyze the underlying messages and the ""hidden adult"" present in their illustrations and text. we will engage with different theoretical approaches towards children's literature, including visual rhetoric, race studies, and adaptation theory, as we analyze their pictures and prose and the history of american children's literature. the key questions we will explore and answer together include: what is ""children's literature?""  what assumptions are made about the readers of these books? what function do the adult producers/purchasers/distributors of these books serve in the creation and circulation of these texts? how does adaptation and transmission of cultural beliefs affect the reader's reaction to picture books?
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291j,improvisation in jazz and beyond,3,"on the surface it might seem that a jazz concert, a medical procedure, and a religious sermon have little in common, but this course examines how all three in fact share certain significant traits.  one of these traits is improvisation--the ability of a performer to respond to unanticipated stimuli and create something new. another trait is the tension between specialization and integration that develops whenever a highly-trained expert performs with or for non-experts, as in the exchange between musicians and audience, doctors and patients, or clergy and congregants. to answer these questions, we will attend jazz concerts, medical lectures, and church services.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291k,risk and decision making:  fundamental concepts and practices,3,"risk is everywhere.  some risks are visible and can have potentially significant consequences, such as committing a felony or choosing a life partner.  other risks can have equally serious consequences, but might not be so evident:  eating breakfast cereal made from genetically modified crops or ignoring that funny-shaped mole on your shoulder, for example.  sometimes we take risks in situations where we have a lot of control, like deciding to jaywalk when there is no traffic; other times we face risk where we have little control, like choosing a major without being able to predict whether there will be any jobs in that field by the time you graduate.  how do we decide what risks are worth taking?  are some methods for assessing risk better than others?  how can a better understanding of risk help us improve our decision making, both at the individual and public policy levels?  in this course, we will use simple conceptual frameworks from decision theory and behavioral research to show how we measure risk.  we will also examine how scientists combine historical records, scientific theories, probability, and expert judgment to assess risk.  in addition, we will ask students to respond some of the well-known logical paradoxes, and explain the meaning if their decisions. finally, we will apply what we learn about risk to a variety of examples from the fields of health, public safety, environmental studies, manufacturing/industrial processes, systems sciences, and finance.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
ussy,291q,p,r,"is it reality or is it spin? we all know the terms--""it's spin,"" ""it's p.r.,"" ""he's a flack""--and none of them are said kindly. yet, over the past century public relations has become an often invisible multi-billion dollar manipulation of our collective perception of reality. sometimes this manipulation is benign. but just as often it can weaken our democracy through weapons of words, images, and argument.  this seminar will explore the origins and consequences of this silent, symbolic revolution. we will look at the uses of p.r. today in business, politics, and popular culture; examine the tools used to construct and sell those perceptions; and look into the values underlying these activities. we will do so through both academic and media materials, as well as through writing, research, and discussion.  all of these are intended to deepen your critical thinking and writing skills, and build your research, discussion, and oral presentation strengths.  students who have received credit for usso 260 may not receive credit for this course.
requirements to enroll: 1) passing letter grade in a first seminar or concurrent enrollment in"
